,Credit Score,First Payment Date,First Time Homebuyer Flag,Maturity Date,Metropolitan Statistical Area (MSA) Or Metropolitan Division,Mortgage Insurance Percentage (MI %),Number of Units,Occupancy Status,Original Combined Loan-to-Value (CLTV),Original Debt-to-Income (DTI) Ratio,Original UPB,Original Loan-to-Value (LTV),Original Interest Rate,Channel,Prepayment Penalty Mortgage (PPM) Flag,Amortization Type (Formerly Product Type),Property State,Property Type,Postal Code,Loan Sequence Number,Loan Purpose,Original Loan Term,Number of Borrowers,Seller Name,Servicer Name,Super Conforming Flag,Pre-HARP Loan Sequence Number,Program Indicator,HARP Indicator,Property Valuation Method,Interest Only (I/O) Indicator,Mortgage Insurance Cancellation Indicator
657,785,202304,N,205303,,0,1,P,58,15,270000,58,6.0,R,N,FRM,NH,SF,3500,F23Q10010201,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
658,771,202304,Y,205303,43620.0,0,1,P,67,42,245000,67,5.75,R,N,FRM,SD,SF,57100,F23Q10010209,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
659,700,202303,N,205302,,0,1,P,48,33,165000,48,6.999,R,N,FRM,TN,SF,38400,F23Q10010210,C,360,3,Other sellers,FREEDOM MORTGAGE CORPORATION,,,9,,2,N,7
660,777,202303,Y,205302,17300.0,25,1,P,101,42,171000,95,6.75,C,N,FRM,TN,SF,37000,F23Q10010226,P,360,1,Other sellers,Other servicers,,,F,,2,N,N
661,656,202303,N,205302,26420.0,0,1,P,70,45,112000,70,6.5,R,N,FRM,TX,SF,77300,F23Q10010231,C,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
662,747,202303,Y,205302,,25,1,P,97,26,111000,97,5.625,C,N,FRM,MO,SF,63600,F23Q10010264,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,H,,2,N,N
663,755,202303,N,205302,21140.0,0,1,P,80,21,200000,80,6.5,R,N,FRM,IN,SF,46500,F23Q10010298,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
664,776,202303,N,205302,38060.0,30,1,P,95,42,428000,95,5.959,B,N,FRM,AZ,SF,85200,F23Q10010335,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
665,703,202303,N,205302,36084.0,0,1,P,37,50,300000,37,5.999,C,N,FRM,CA,SF,94500,F23Q10010347,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
666,803,202303,N,205302,19740.0,12,1,P,85,35,383000,85,5.875,C,N,FRM,CO,SF,80200,F23Q10010350,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
667,777,202303,N,205302,33460.0,12,1,P,82,29,450000,82,5.796,C,N,FRM,MN,SF,55300,F23Q10010351,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
668,797,202303,N,205302,,30,1,P,95,43,302000,95,5.999,C,N,FRM,SC,SF,29300,F23Q10010355,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
669,774,202303,N,205302,23104.0,12,1,P,85,38,349000,85,5.999,C,N,FRM,TX,SF,76000,F23Q10010361,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
670,680,202303,N,203802,,0,1,P,60,27,78000,60,5.875,R,N,FRM,TX,SF,75900,F23Q10010369,C,180,1,Other sellers,Other servicers,,,9,,2,N,7
671,769,202303,Y,205302,12060.0,35,1,P,97,45,301000,97,6.375,R,N,FRM,GA,PU,30200,F23Q10010395,P,360,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
672,779,202303,N,205302,23844.0,0,1,P,32,25,150000,32,4.75,R,N,FRM,IN,PU,46300,F23Q10010407,P,360,1,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
673,740,202303,Y,205302,19740.0,30,1,P,95,35,655000,95,6.175,R,N,FRM,CO,PU,80200,F23Q10010412,P,360,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
674,703,202303,Y,205302,35084.0,0,1,P,77,46,715000,77,6.5,R,N,FRM,NJ,SF,7900,F23Q10010421,P,360,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
675,671,202303,N,205302,33874.0,0,1,I,72,32,136000,72,7.25,R,N,FRM,PA,CO,19000,F23Q10010435,C,360,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
676,704,202303,N,205302,49340.0,30,1,P,94,40,464000,94,6.5,R,N,FRM,MA,SF,1400,F23Q10010436,P,360,1,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
677,791,202303,N,203802,17140.0,0,1,P,25,16,110000,25,5.5,R,N,FRM,OH,SF,45200,F23Q10010439,N,180,1,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
678,721,202303,Y,205302,26420.0,25,1,P,90,36,378000,90,6.75,R,N,FRM,TX,PU,77400,F23Q10010441,P,360,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
679,724,202303,N,205302,35300.0,30,1,P,95,45,309000,95,6.875,R,N,FRM,CT,SF,6500,F23Q10010452,P,360,1,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
680,688,202303,N,203802,43300.0,0,1,P,65,45,205000,65,6.0,R,N,FRM,TX,SF,75000,F23Q10010469,C,180,1,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
681,746,202303,Y,205302,42020.0,30,1,P,95,50,541000,95,5.625,R,N,FRM,CA,CO,93400,F23Q10010475,P,360,1,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
682,775,202303,Y,205302,36260.0,12,1,P,85,38,353000,85,6.375,C,N,FRM,UT,SF,84400,F23Q10010498,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
683,790,202303,N,205302,22220.0,0,1,P,74,43,350000,74,6.25,C,N,FRM,AR,SF,72700,F23Q10010501,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N,7
684,781,202303,N,205302,19804.0,0,1,P,68,32,356000,68,6.125,C,N,FRM,MI,CO,48100,F23Q10010508,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
685,792,202303,N,205302,36740.0,0,1,P,70,48,214000,70,6.875,C,N,FRM,FL,CO,32800,F23Q10010534,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N,7
686,723,202303,Y,205302,30780.0,30,1,P,95,45,276000,95,6.625,C,N,FRM,AR,SF,72100,F23Q10010552,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,N
687,796,202303,Y,205302,35614.0,30,1,P,95,43,513000,95,5.75,C,N,FRM,NJ,SF,7600,F23Q10010554,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
688,786,202303,N,205302,40580.0,0,1,P,80,47,231000,80,5.99,R,N,FRM,NC,SF,27800,F23Q10010579,P,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
689,787,202303,N,205302,38940.0,0,1,P,20,27,81000,20,6.25,C,N,FRM,FL,PU,34900,F23Q10010607,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
690,804,202303,N,205302,26420.0,0,1,P,49,49,185000,49,6.125,C,N,FRM,TX,SF,77300,F23Q10010614,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N,7
691,735,202303,N,205302,16984.0,0,1,P,80,27,172000,80,6.25,C,N,FRM,IL,SF,60400,F23Q10010625,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,H,,2,N,7
692,735,202305,N,205304,,0,1,P,40,25,275000,40,5.5,R,N,FRM,CO,SF,81200,F23Q10010649,N,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
693,758,202303,N,205302,16984.0,0,1,P,80,45,330000,80,7.0,R,N,FRM,IL,SF,60000,F23Q10010655,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
694,776,202303,N,205302,33460.0,0,1,P,75,44,401000,75,6.375,R,N,FRM,MN,SF,55000,F23Q10010693,P,360,1,Other sellers,ARVEST BANK,,,9,,2,N,7
695,788,202303,N,205302,34980.0,0,1,P,75,40,270000,75,6.625,R,N,FRM,TN,SF,37100,F23Q10010709,P,360,1,Other sellers,ARVEST BANK,,,9,,2,N,7
696,761,202303,Y,205302,40340.0,25,1,P,95,37,259000,95,5.875,R,N,FRM,MN,SF,55900,F23Q10010755,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
697,713,202303,N,203802,,30,1,P,95,12,33000,95,5.875,R,N,FRM,IN,MH,47300,F23Q10010785,P,180,1,Other sellers,Other servicers,,,9,,2,N,N
698,711,202303,N,205302,24340.0,0,1,P,75,33,131000,75,6.375,R,N,FRM,MI,SF,49500,F23Q10010793,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
699,812,202303,Y,205302,33460.0,0,1,P,80,38,188000,80,5.75,R,N,FRM,MN,PU,55000,F23Q10010797,P,360,1,Other sellers,Other servicers,,,H,,2,N,7
700,793,202303,Y,205302,31540.0,25,1,P,97,49,301000,97,5.875,R,N,FRM,WI,SF,53700,F23Q10010799,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
701,812,202303,N,203802,15500.0,0,1,P,52,28,200000,52,6.0,C,N,FRM,NC,PU,27300,F23Q10010814,P,180,1,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
702,695,202303,N,205302,17660.0,0,1,S,78,39,400000,78,7.625,C,N,FRM,ID,SF,83800,F23Q10010819,N,360,1,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
703,812,202303,N,205302,12060.0,0,1,P,22,38,56000,22,8.0,R,N,FRM,GA,SF,30200,F23Q10010860,C,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
704,702,202303,Y,205302,16984.0,12,1,P,85,36,340000,85,7.49,R,N,FRM,IL,CO,60600,F23Q10010868,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
705,775,202303,N,205302,40380.0,30,1,P,95,29,199000,95,6.375,C,N,FRM,NY,SF,14600,F23Q10010887,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,Y
706,807,202303,N,205302,34820.0,0,1,P,70,40,228000,70,6.49,R,N,FRM,SC,PU,29500,F23Q10010925,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N,7
707,702,202303,Y,205302,16984.0,0,1,P,59,50,100000,59,6.49,R,N,FRM,IL,CO,60000,F23Q10010931,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N,7
708,786,202304,N,205303,48900.0,25,1,P,90,23,279000,90,5.875,R,N,FRM,NC,PU,28400,F23Q10010978,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
709,759,202303,N,205302,29420.0,0,1,P,75,50,225000,75,6.375,R,N,FRM,AZ,SF,86400,F23Q10010986,P,360,2,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,H,,2,N,7
710,768,202303,N,205302,33340.0,0,1,P,70,43,225000,70,6.375,R,N,FRM,WI,SF,53000,F23Q10010987,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,1,N,7
711,670,202303,N,205302,38860.0,12,1,P,85,45,629000,85,7.625,R,N,FRM,ME,PU,4100,F23Q10010992,P,360,2,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,N
712,681,202303,Y,205302,,0,1,P,80,26,304000,80,7.625,R,N,FRM,AZ,MH,85900,F23Q10010998,P,360,2,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,7
713,781,202303,Y,205302,48864.0,30,1,P,95,33,325000,95,6.25,R,N,FRM,DE,SF,19700,F23Q10011004,P,360,2,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,N
714,741,202303,N,205302,39380.0,0,1,P,78,49,390000,78,6.5,C,N,FRM,CO,SF,81000,F23Q10011006,P,360,2,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,7
715,731,202303,Y,205302,,25,1,P,97,27,159000,97,5.99,R,N,FRM,TX,SF,75400,F23Q10011013,P,360,2,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,H,,2,N,N
716,683,202303,N,205302,12060.0,0,1,P,72,38,485000,72,7.125,R,N,FRM,GA,PU,30000,F23Q10011036,C,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
717,763,202303,N,205302,24540.0,30,1,P,92,33,396000,92,5.875,B,N,FRM,CO,PU,80500,F23Q10011041,P,360,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,9,,2,N,N
718,776,202303,N,205302,19804.0,0,1,I,75,33,145000,75,6.375,R,N,FRM,MI,SF,48100,F23Q10011055,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
719,739,202303,N,205302,,0,1,I,75,39,563000,75,7.5,R,N,FRM,OK,PU,74700,F23Q10011057,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
720,721,202303,N,205302,35084.0,0,1,P,75,47,355000,75,6.125,C,N,FRM,NJ,SF,7200,F23Q10011071,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
721,755,202303,N,205302,,25,1,P,88,33,325000,88,5.875,C,N,FRM,AL,SF,36000,F23Q10011079,N,360,2,Other sellers,Other servicers,,,9,,2,N,N
722,746,202303,N,205302,43780.0,30,1,P,95,43,285000,95,6.5,R,N,FRM,MI,SF,49000,F23Q10011088,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
723,705,202303,Y,205302,46140.0,25,1,P,90,27,104000,90,6.375,R,N,FRM,OK,SF,74100,F23Q10011097,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
724,790,202303,N,205302,18140.0,0,1,P,80,19,708000,80,7.125,R,N,FRM,OH,SF,43200,F23Q10011103,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
725,780,202303,N,205302,17140.0,30,1,P,95,46,378000,95,7.0,R,N,FRM,OH,PU,45100,F23Q10011105,P,360,1,Other sellers,Other servicers,,,9,,2,N,Y
726,774,202303,N,205302,,0,1,P,74,28,170000,74,6.25,R,N,FRM,IA,SF,52700,F23Q10011124,N,360,1,Other sellers,Other servicers,,,9,,2,N,7
727,652,202303,N,205302,39820.0,0,1,P,62,28,290000,62,6.5,C,N,FRM,CA,SF,96000,F23Q10011133,P,360,2,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,9,,2,N,7
728,804,202303,N,205302,17140.0,0,1,P,80,27,116000,80,6.25,R,N,FRM,OH,SF,45200,F23Q10011167,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
729,774,202303,N,205302,49180.0,0,1,P,62,19,485000,62,7.0,C,N,FRM,NC,PU,27000,F23Q10011168,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,7
730,804,202303,N,205302,42540.0,0,1,P,27,37,70000,27,7.0,R,N,FRM,PA,SF,18400,F23Q10011170,C,360,1,Other sellers,U.S. BANK N.A.,,,9,,2,N,7
731,625,202304,N,203803,14540.0,0,1,P,49,36,110000,49,5.875,R,N,FRM,KY,SF,42100,F23Q10011179,C,180,1,Other sellers,Other servicers,,,9,,4,N,7
732,763,202303,N,205302,18140.0,30,1,P,95,48,385000,95,6.25,R,N,FRM,OH,SF,43200,F23Q10011207,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
733,787,202303,N,205302,41100.0,0,1,I,60,5,236000,60,5.999,B,N,FRM,UT,PU,84700,F23Q10011220,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
734,778,202303,N,205302,15980.0,25,1,S,90,49,414000,90,7.875,C,N,FRM,FL,SF,33900,F23Q10011237,P,360,2,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,2,N,N
735,800,202303,N,205302,33460.0,0,1,I,75,50,270000,75,6.5,C,N,FRM,MN,SF,55400,F23Q10011263,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
736,771,202303,N,205302,37964.0,0,1,S,51,45,135000,51,6.999,B,N,FRM,PA,SF,19100,F23Q10011278,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
737,755,202303,Y,205302,17460.0,30,1,P,95,28,143000,95,6.25,C,N,FRM,OH,SF,44100,F23Q10011313,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
738,740,202303,Y,205302,12540.0,30,1,P,95,41,379000,95,6.5,B,N,FRM,CA,SF,93300,F23Q10011334,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
739,770,202303,N,205302,34820.0,0,1,P,43,30,160000,43,6.875,C,N,FRM,SC,PU,29500,F23Q10011342,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
740,642,202303,N,203802,47580.0,0,1,P,72,20,535000,72,4.625,B,N,FRM,GA,PU,31000,F23Q10011347,N,180,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
741,729,202303,N,204302,16984.0,0,1,P,70,44,256000,70,6.5,B,N,FRM,IL,SF,60000,F23Q10011362,C,240,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
742,766,202303,N,205302,17820.0,0,1,P,80,49,633000,80,6.5,B,N,FRM,CO,PU,80900,F23Q10011366,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
743,723,202303,N,205302,36084.0,30,1,P,95,37,450000,95,6.25,B,N,FRM,CA,SF,94500,F23Q10011398,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
744,770,202303,N,205302,19740.0,30,1,P,95,40,587000,95,5.5,B,N,FRM,CO,SF,80400,F23Q10011467,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
745,790,202303,Y,205302,33124.0,30,1,P,95,42,660000,95,5.875,C,N,FRM,FL,SF,33100,F23Q10011489,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,Y
746,706,202303,Y,205302,35004.0,0,1,P,80,44,576000,80,6.375,B,N,FRM,NY,SF,11000,F23Q10011502,P,360,3,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
747,791,202303,N,205302,37900.0,25,1,P,88,17,180000,88,6.375,R,N,FRM,IL,PU,61500,F23Q10011556,P,360,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,N
748,779,202303,N,205302,17460.0,0,1,P,56,28,250000,56,6.499,B,N,FRM,OH,SF,44000,F23Q10011561,P,360,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,7
749,677,202302,N,205301,30780.0,25,1,P,90,34,248000,90,6.499,C,N,FRM,AR,SF,72100,F23Q10011562,P,360,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,N
750,729,202303,Y,205302,16940.0,0,1,P,46,14,246000,46,6.5,C,N,FRM,WY,SF,82000,F23Q10011563,P,360,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,7
751,688,202303,Y,205302,17460.0,35,1,P,97,42,194000,97,6.99,R,N,FRM,OH,SF,44000,F23Q10011574,P,360,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,N
752,685,202303,N,203802,,0,1,P,29,41,45000,29,6.5,R,N,FRM,SC,MH,29500,F23Q10011594,N,180,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,7
753,728,202303,N,205302,45300.0,25,1,P,90,36,278000,90,6.0,C,N,FRM,FL,PU,33600,F23Q10011599,P,360,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,N
754,795,202303,N,205302,45540.0,0,1,P,80,46,272000,80,6.0,C,N,FRM,FL,SF,32100,F23Q10011600,P,360,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,7
755,775,202303,N,205302,45780.0,0,1,P,50,25,98000,50,6.125,R,N,FRM,OH,CO,43600,F23Q10011663,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,Other servicers,,,H,,2,N,7
756,772,202303,N,205302,19740.0,25,1,P,90,46,657000,90,6.125,R,N,FRM,CO,PU,80100,F23Q10011668,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
757,734,202303,Y,205302,18140.0,0,1,P,80,41,268000,80,5.99,R,N,FRM,OH,SF,43200,F23Q10011675,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,H,,2,N,7
758,747,202303,N,205302,19124.0,0,1,P,80,50,401000,80,5.0,B,N,FRM,TX,PU,75000,F23Q10011694,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
759,746,202303,Y,205302,23420.0,30,1,P,95,50,299000,95,5.999,B,N,FRM,CA,SF,93700,F23Q10011710,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
760,796,202303,N,205302,31140.0,30,1,P,95,45,337000,95,6.0,B,N,FRM,KY,PU,40000,F23Q10011711,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
761,792,202303,Y,205302,16740.0,25,1,P,90,42,414000,90,5.875,B,N,FRM,NC,PU,28200,F23Q10011712,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
762,729,202303,N,205302,39580.0,30,1,P,95,30,189000,95,5.875,B,N,FRM,NC,PU,27500,F23Q10011719,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
763,742,202303,N,205302,25420.0,0,1,P,64,23,200000,64,5.99,B,N,FRM,PA,SF,17000,F23Q10011722,C,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
764,774,202303,N,205302,12060.0,0,1,P,90,46,726000,62,5.999,B,N,FRM,GA,PU,30000,F23Q10011737,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
765,760,202303,N,205302,38900.0,25,1,P,90,33,423000,90,5.999,B,N,FRM,OR,SF,97200,F23Q10011743,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
766,763,202303,Y,205302,12420.0,25,1,P,90,35,450000,90,5.999,B,N,FRM,TX,CO,78700,F23Q10011748,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
767,752,202303,N,205302,47664.0,0,1,P,75,46,584000,75,5.999,B,N,FRM,MI,PU,48100,F23Q10011752,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
768,811,202303,N,205302,40140.0,30,1,P,92,30,324000,92,5.999,B,N,FRM,CA,SF,92200,F23Q10011789,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
769,777,202303,N,205302,11244.0,0,1,P,47,50,455000,47,5.999,B,N,FRM,CA,CO,92800,F23Q10011796,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N,7
770,727,202303,N,205302,,30,1,P,95,44,337000,95,5.999,C,N,FRM,NC,PU,28700,F23Q10011808,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
771,756,202303,N,205302,23104.0,0,1,P,55,26,335000,55,5.999,C,N,FRM,TX,PU,76200,F23Q10011814,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N,7
772,783,202303,N,205302,12420.0,0,1,P,66,38,611000,66,5.875,C,N,FRM,TX,PU,78600,F23Q10011816,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
773,676,202303,N,205302,45940.0,0,1,P,80,41,172000,80,6.5,B,N,FRM,NJ,SF,8500,F23Q10011829,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,H,,2,N,7
774,800,202303,Y,205302,17820.0,25,1,P,101,45,369000,97,4.875,B,N,FRM,CO,SF,80900,F23Q10011848,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,H,,2,N,N
775,771,202303,N,205302,36740.0,0,1,P,48,43,475000,48,5.5,B,N,FRM,FL,SF,34700,F23Q10011852,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
